#OTU-ID	Description	Env	SourceSink	Study	Details
A7743	Free-living	Sediment-saline	source	EMP	EMP
A7784	Free-living	Sediment-saline	source	EMP	EMP
A7826	Free-living	Sediment-saline	source	EMP	EMP
A7862	Free-living	Sediment-saline	source	EMP	EMP
A7890	Free-living	Sediment-saline	source	EMP	EMP
A7899	Free-living	Sediment-saline	source	EMP	EMP
A7913	Free-living	Sediment-saline	source	EMP	EMP
A7955	Free-living	Sediment-saline	source	EMP	EMP
A7958	Free-living	Sediment-saline	source	EMP	EMP
A7969	Free-living	Sediment-saline	source	EMP	EMP
A8015	Free-living	Sediment-saline	source	EMP	EMP
A8032	Free-living	Sediment-saline	source	EMP	EMP
A8048	Free-living	Sediment-saline	source	EMP	EMP
A8049	Free-living	Sediment-saline	source	EMP	EMP
A8119	Free-living	Sediment-saline	source	EMP	EMP
A8130	Free-living	Sediment-saline	source	EMP	EMP
A8137	Free-living	Sediment-saline	source	EMP	EMP
A8143	Free-living	Sediment-saline	source	EMP	EMP
A8144	Free-living	Sediment-saline	source	EMP	EMP
A8159	Free-living	Sediment-saline	source	EMP	EMP
A8163	Free-living	Sediment-saline	source	EMP	EMP
A8178	Free-living	Sediment-saline	source	EMP	EMP
A8195	Free-living	Sediment-saline	source	EMP	EMP
A8202	Free-living	Sediment-saline	source	EMP	EMP
A8253	Free-living	Sediment-saline	source	EMP	EMP
A8261	Free-living	Sediment-saline	source	EMP	EMP
A8267	Free-living	Sediment-saline	source	EMP	EMP
A8278	Free-living	Sediment-saline	source	EMP	EMP
A8324	Free-living	Sediment-saline	source	EMP	EMP
A8327	Free-living	Sediment-saline	source	EMP	EMP
A8330	Free-living	Sediment-saline	source	EMP	EMP
A8338	Free-living	Sediment-saline	source	EMP	EMP
A8360	Free-living	Sediment-saline	source	EMP	EMP
A8391	Free-living	Sediment-saline	source	EMP	EMP
A8478	Free-living	Sediment-saline	source	EMP	EMP
A8512	Free-living	Sediment-saline	source	EMP	EMP
A8571	Free-living	Sediment-saline	source	EMP	EMP
A8576	Free-living	Sediment-saline	source	EMP	EMP
A8606	Free-living	Sediment-saline	source	EMP	EMP
A8655	Free-living	Sediment-saline	source	EMP	EMP
A8666	Free-living	Sediment-saline	source	EMP	EMP
A8675	Free-living	Sediment-saline	source	EMP	EMP
A8711	Free-living	Sediment-saline	source	EMP	EMP
A8780	Free-living	Sediment-saline	source	EMP	EMP
A8785	Free-living	Sediment-saline	source	EMP	EMP
A8787	Free-living	Sediment-saline	source	EMP	EMP
A8791	Free-living	Sediment-saline	source	EMP	EMP
A8797	Free-living	Sediment-saline	source	EMP	EMP
A8798	Free-living	Sediment-saline	source	EMP	EMP
A8835	Free-living	Sediment-saline	source	EMP	EMP
A8844	Free-living	Sediment-saline	source	EMP	EMP
A8853	Free-living	Sediment-saline	source	EMP	EMP
A8876	Free-living	Sediment-saline	source	EMP	EMP
A8905	Free-living	Sediment-saline	source	EMP	EMP
A8907	Free-living	Sediment-saline	source	EMP	EMP
A8927	Free-living	Sediment-saline	source	EMP	EMP
A8965	Free-living	Sediment-saline	source	EMP	EMP
A8968	Free-living	Sediment-saline	source	EMP	EMP
A8975	Free-living	Sediment-saline	source	EMP	EMP
A9026	Free-living	Sediment-saline	source	EMP	EMP
A9073	Free-living	Sediment-saline	source	EMP	EMP
A9075	Free-living	Sediment-saline	source	EMP	EMP
A9082	Free-living	Sediment-saline	source	EMP	EMP
A9144	Free-living	Sediment-saline	source	EMP	EMP
A9200	Free-living	Sediment-saline	source	EMP	EMP
A9211	Free-living	Sediment-saline	source	EMP	EMP
A9224	Free-living	Sediment-saline	source	EMP	EMP
A9248	Free-living	Sediment-saline	source	EMP	EMP
A9261	Free-living	Sediment-saline	source	EMP	EMP
A9296	Free-living	Sediment-saline	source	EMP	EMP
A9321	Free-living	Sediment-saline	source	EMP	EMP
A9323	Free-living	Sediment-saline	source	EMP	EMP
A9375	Free-living	Sediment-saline	source	EMP	EMP
A9381	Free-living	Sediment-saline	source	EMP	EMP
A9474	Free-living	Sediment-saline	source	EMP	EMP
A9478	Free-living	Sediment-saline	source	EMP	EMP
A9484	Free-living	Sediment-saline	source	EMP	EMP
A9488	Free-living	Sediment-saline	source	EMP	EMP
A9495	Free-living	Sediment-saline	source	EMP	EMP
A9496	Free-living	Sediment-saline	source	EMP	EMP
A9527	Free-living	Sediment-saline	source	EMP	EMP
A9543	Free-living	Sediment-saline	source	EMP	EMP
A9546	Free-living	Sediment-saline	source	EMP	EMP
A9590	Free-living	Sediment-saline	source	EMP	EMP
A9600	Free-living	Sediment-saline	source	EMP	EMP
A9619	Free-living	Sediment-saline	source	EMP	EMP
A9631	Free-living	Sediment-saline	source	EMP	EMP
A9649	Free-living	Sediment-saline	source	EMP	EMP
A9653	Free-living	Sediment-saline	source	EMP	EMP
A9673	Free-living	Sediment-saline	source	EMP	EMP
A9691	Free-living	Sediment-saline	source	EMP	EMP
A9730	Free-living	Sediment-saline	source	EMP	EMP
A9747	Free-living	Sediment-saline	source	EMP	EMP
A9751	Free-living	Sediment-saline	source	EMP	EMP
A9763	Free-living	Sediment-saline	source	EMP	EMP
A9767	Free-living	Sediment-saline	source	EMP	EMP
A9774	Free-living	Sediment-saline	source	EMP	EMP
A9791	Free-living	Sediment-saline	source	EMP	EMP
A9816	Free-living	Sediment-saline	source	EMP	EMP
A9841	Free-living	Sediment-saline	source	EMP	EMP
A9848	Free-living	Sediment-saline	source	EMP	EMP
A9884	Free-living	Sediment-saline	source	EMP	EMP
A9905	Free-living	Sediment-saline	source	EMP	EMP
A9966	Free-living	Sediment-saline	source	EMP	EMP
A9981	Free-living	Sediment-saline	source	EMP	EMP
A9	Free-living	Soil-non-saline	source	EMP	EMP
A10	Free-living	Soil-non-saline	source	EMP	EMP
A15	Free-living	Soil-non-saline	source	EMP	EMP
A16	Free-living	Soil-non-saline	source	EMP	EMP
A21	Free-living	Soil-non-saline	source	EMP	EMP
A37	Free-living	Soil-non-saline	source	EMP	EMP
A56	Free-living	Soil-non-saline	source	EMP	EMP
A109	Free-living	Soil-non-saline	source	EMP	EMP
A111	Free-living	Soil-non-saline	source	EMP	EMP
A152	Free-living	Soil-non-saline	source	EMP	EMP
A195	Free-living	Soil-non-saline	source	EMP	EMP
A196	Free-living	Soil-non-saline	source	EMP	EMP
A205	Free-living	Soil-non-saline	source	EMP	EMP
A210	Free-living	Soil-non-saline	source	EMP	EMP
A220	Free-living	Soil-non-saline	source	EMP	EMP
A223	Free-living	Soil-non-saline	source	EMP	EMP
A226	Free-living	Soil-non-saline	source	EMP	EMP
A245	Free-living	Soil-non-saline	source	EMP	EMP
A256	Free-living	Soil-non-saline	source	EMP	EMP
A260	Free-living	Soil-non-saline	source	EMP	EMP
A275	Free-living	Soil-non-saline	source	EMP	EMP
A308	Free-living	Soil-non-saline	source	EMP	EMP
A312	Free-living	Soil-non-saline	source	EMP	EMP
A336	Free-living	Soil-non-saline	source	EMP	EMP
A339	Free-living	Soil-non-saline	source	EMP	EMP
A363	Free-living	Soil-non-saline	source	EMP	EMP
A377	Free-living	Soil-non-saline	source	EMP	EMP
A379	Free-living	Soil-non-saline	source	EMP	EMP
A384	Free-living	Soil-non-saline	source	EMP	EMP
A388	Free-living	Soil-non-saline	source	EMP	EMP
A391	Free-living	Soil-non-saline	source	EMP	EMP
A405	Free-living	Soil-non-saline	source	EMP	EMP
A407	Free-living	Soil-non-saline	source	EMP	EMP
A410	Free-living	Soil-non-saline	source	EMP	EMP
A425	Free-living	Soil-non-saline	source	EMP	EMP
A431	Free-living	Soil-non-saline	source	EMP	EMP
A432	Free-living	Soil-non-saline	source	EMP	EMP
A438	Free-living	Soil-non-saline	source	EMP	EMP
A450	Free-living	Soil-non-saline	source	EMP	EMP
A466	Free-living	Soil-non-saline	source	EMP	EMP
A487	Free-living	Soil-non-saline	source	EMP	EMP
A491	Free-living	Soil-non-saline	source	EMP	EMP
A495	Free-living	Soil-non-saline	source	EMP	EMP
A519	Free-living	Soil-non-saline	source	EMP	EMP
A522	Free-living	Soil-non-saline	source	EMP	EMP
A534	Free-living	Soil-non-saline	source	EMP	EMP
A550	Free-living	Soil-non-saline	source	EMP	EMP
A556	Free-living	Soil-non-saline	source	EMP	EMP
A562	Free-living	Soil-non-saline	source	EMP	EMP
A570	Free-living	Soil-non-saline	source	EMP	EMP
A571	Free-living	Soil-non-saline	source	EMP	EMP
A577	Free-living	Soil-non-saline	source	EMP	EMP
A582	Free-living	Soil-non-saline	source	EMP	EMP
A587	Free-living	Soil-non-saline	source	EMP	EMP
A603	Free-living	Soil-non-saline	source	EMP	EMP
A610	Free-living	Soil-non-saline	source	EMP	EMP
A614	Free-living	Soil-non-saline	source	EMP	EMP
A628	Free-living	Soil-non-saline	source	EMP	EMP
A662	Free-living	Soil-non-saline	source	EMP	EMP
A674	Free-living	Soil-non-saline	source	EMP	EMP
A702	Free-living	Soil-non-saline	source	EMP	EMP
A703	Free-living	Soil-non-saline	source	EMP	EMP
A718	Free-living	Soil-non-saline	source	EMP	EMP
A719	Free-living	Soil-non-saline	source	EMP	EMP
A724	Free-living	Soil-non-saline	source	EMP	EMP
A726	Free-living	Soil-non-saline	source	EMP	EMP
A761	Free-living	Soil-non-saline	source	EMP	EMP
A765	Free-living	Soil-non-saline	source	EMP	EMP
A769	Free-living	Soil-non-saline	source	EMP	EMP
A785	Free-living	Soil-non-saline	source	EMP	EMP
A787	Free-living	Soil-non-saline	source	EMP	EMP
A799	Free-living	Soil-non-saline	source	EMP	EMP
A816	Free-living	Soil-non-saline	source	EMP	EMP
A826	Free-living	Soil-non-saline	source	EMP	EMP
A831	Free-living	Soil-non-saline	source	EMP	EMP
A842	Free-living	Soil-non-saline	source	EMP	EMP
A847	Free-living	Soil-non-saline	source	EMP	EMP
A877	Free-living	Soil-non-saline	source	EMP	EMP
A901	Free-living	Soil-non-saline	source	EMP	EMP
A917	Free-living	Soil-non-saline	source	EMP	EMP
A923	Free-living	Soil-non-saline	source	EMP	EMP
A940	Free-living	Soil-non-saline	source	EMP	EMP
A952	Free-living	Soil-non-saline	source	EMP	EMP
A953	Free-living	Soil-non-saline	source	EMP	EMP
A959	Free-living	Soil-non-saline	source	EMP	EMP
A994	Free-living	Soil-non-saline	source	EMP	EMP
A1004	Free-living	Soil-non-saline	source	EMP	EMP
A1015	Free-living	Soil-non-saline	source	EMP	EMP
A1028	Free-living	Soil-non-saline	source	EMP	EMP
A1043	Free-living	Soil-non-saline	source	EMP	EMP
A1046	Free-living	Soil-non-saline	source	EMP	EMP
A1052	Free-living	Soil-non-saline	source	EMP	EMP
A1063	Free-living	Soil-non-saline	source	EMP	EMP
A1068	Free-living	Soil-non-saline	source	EMP	EMP
A1075	Free-living	Soil-non-saline	source	EMP	EMP
A1090	Free-living	Soil-non-saline	source	EMP	EMP
A1116	Free-living	Soil-non-saline	source	EMP	EMP
A1125	Free-living	Soil-non-saline	source	EMP	EMP
A1126	Free-living	Soil-non-saline	source	EMP	EMP
A1145	Free-living	Soil-non-saline	source	EMP	EMP
A1153	Free-living	Soil-non-saline	source	EMP	EMP
A1182	Free-living	Soil-non-saline	source	EMP	EMP
A1190	Free-living	Soil-non-saline	source	EMP	EMP
A1204	Free-living	Soil-non-saline	source	EMP	EMP
A1233	Free-living	Soil-non-saline	source	EMP	EMP
A1235	Free-living	Soil-non-saline	source	EMP	EMP
A1236	Free-living	Soil-non-saline	source	EMP	EMP
A1243	Free-living	Soil-non-saline	source	EMP	EMP
A1249	Free-living	Soil-non-saline	source	EMP	EMP
A1252	Free-living	Soil-non-saline	source	EMP	EMP
A1296	Free-living	Soil-non-saline	source	EMP	EMP
A1316	Free-living	Soil-non-saline	source	EMP	EMP
A1324	Free-living	Soil-non-saline	source	EMP	EMP
A1342	Free-living	Soil-non-saline	source	EMP	EMP
A1348	Free-living	Soil-non-saline	source	EMP	EMP
A1370	Free-living	Soil-non-saline	source	EMP	EMP
A1397	Free-living	Soil-non-saline	source	EMP	EMP
A1402	Free-living	Soil-non-saline	source	EMP	EMP
A1421	Free-living	Soil-non-saline	source	EMP	EMP
A1431	Free-living	Soil-non-saline	source	EMP	EMP
A1454	Free-living	Soil-non-saline	source	EMP	EMP
A1455	Free-living	Soil-non-saline	source	EMP	EMP
A1462	Free-living	Soil-non-saline	source	EMP	EMP
A1467	Free-living	Soil-non-saline	source	EMP	EMP
A1475	Free-living	Soil-non-saline	source	EMP	EMP
A1494	Free-living	Soil-non-saline	source	EMP	EMP
A1500	Free-living	Soil-non-saline	source	EMP	EMP
A1512	Free-living	Soil-non-saline	source	EMP	EMP
A1520	Free-living	Soil-non-saline	source	EMP	EMP
A1541	Free-living	Soil-non-saline	source	EMP	EMP
A1554	Free-living	Soil-non-saline	source	EMP	EMP
A1569	Free-living	Soil-non-saline	source	EMP	EMP
A1574	Free-living	Soil-non-saline	source	EMP	EMP
A1578	Free-living	Soil-non-saline	source	EMP	EMP
A1582	Free-living	Soil-non-saline	source	EMP	EMP
A1597	Free-living	Soil-non-saline	source	EMP	EMP
A1601	Free-living	Soil-non-saline	source	EMP	EMP
A1611	Free-living	Soil-non-saline	source	EMP	EMP
A1613	Free-living	Soil-non-saline	source	EMP	EMP
A1661	Free-living	Soil-non-saline	source	EMP	EMP
A1669	Free-living	Soil-non-saline	source	EMP	EMP
A1674	Free-living	Soil-non-saline	source	EMP	EMP
A1688	Free-living	Soil-non-saline	source	EMP	EMP
A1693	Free-living	Soil-non-saline	source	EMP	EMP
A1709	Free-living	Soil-non-saline	source	EMP	EMP
A1710	Free-living	Soil-non-saline	source	EMP	EMP
A1717	Free-living	Soil-non-saline	source	EMP	EMP
A1722	Free-living	Soil-non-saline	source	EMP	EMP
A1729	Free-living	Soil-non-saline	source	EMP	EMP
A1738	Free-living	Soil-non-saline	source	EMP	EMP
A1740	Free-living	Soil-non-saline	source	EMP	EMP
A1745	Free-living	Soil-non-saline	source	EMP	EMP
A1752	Free-living	Soil-non-saline	source	EMP	EMP
A1765	Free-living	Soil-non-saline	source	EMP	EMP
A1773	Free-living	Soil-non-saline	source	EMP	EMP
A1781	Free-living	Soil-non-saline	source	EMP	EMP
A1791	Free-living	Soil-non-saline	source	EMP	EMP
A1793	Free-living	Soil-non-saline	source	EMP	EMP
A1863	Free-living	Soil-non-saline	source	EMP	EMP
A1864	Free-living	Soil-non-saline	source	EMP	EMP
A1875	Free-living	Soil-non-saline	source	EMP	EMP
A1897	Free-living	Soil-non-saline	source	EMP	EMP
A1898	Free-living	Soil-non-saline	source	EMP	EMP
A1902	Free-living	Soil-non-saline	source	EMP	EMP
A1904	Free-living	Soil-non-saline	source	EMP	EMP
A1932	Free-living	Soil-non-saline	source	EMP	EMP
A1943	Free-living	Soil-non-saline	source	EMP	EMP
A1958	Free-living	Soil-non-saline	source	EMP	EMP
A1999	Free-living	Soil-non-saline	source	EMP	EMP
A2001	Free-living	Soil-non-saline	source	EMP	EMP
A2013	Free-living	Soil-non-saline	source	EMP	EMP
A2015	Free-living	Soil-non-saline	source	EMP	EMP
A2030	Free-living	Soil-non-saline	source	EMP	EMP
A2032	Free-living	Soil-non-saline	source	EMP	EMP
A2033	Free-living	Soil-non-saline	source	EMP	EMP
A2036	Free-living	Soil-non-saline	source	EMP	EMP
A2048	Free-living	Soil-non-saline	source	EMP	EMP
A2049	Free-living	Soil-non-saline	source	EMP	EMP
A2056	Free-living	Soil-non-saline	source	EMP	EMP
A2057	Free-living	Soil-non-saline	source	EMP	EMP
A2060	Free-living	Soil-non-saline	source	EMP	EMP
A2071	Free-living	Soil-non-saline	source	EMP	EMP
A2095	Free-living	Soil-non-saline	source	EMP	EMP
A2116	Free-living	Soil-non-saline	source	EMP	EMP
A2122	Free-living	Soil-non-saline	source	EMP	EMP
A2148	Free-living	Soil-non-saline	source	EMP	EMP
A2151	Free-living	Soil-non-saline	source	EMP	EMP
A2190	Free-living	Soil-non-saline	source	EMP	EMP
A2197	Free-living	Soil-non-saline	source	EMP	EMP
A2204	Free-living	Soil-non-saline	source	EMP	EMP
A2208	Free-living	Soil-non-saline	source	EMP	EMP
A2215	Free-living	Soil-non-saline	source	EMP	EMP
A2216	Free-living	Soil-non-saline	source	EMP	EMP
A2225	Free-living	Soil-non-saline	source	EMP	EMP
A2229	Free-living	Soil-non-saline	source	EMP	EMP
A2254	Free-living	Soil-non-saline	source	EMP	EMP
A2268	Free-living	Soil-non-saline	source	EMP	EMP
A2273	Free-living	Soil-non-saline	source	EMP	EMP
A2275	Free-living	Soil-non-saline	source	EMP	EMP
A2287	Free-living	Soil-non-saline	source	EMP	EMP
A2337	Free-living	Soil-non-saline	source	EMP	EMP
A2338	Free-living	Soil-non-saline	source	EMP	EMP
A2352	Free-living	Soil-non-saline	source	EMP	EMP
A2353	Free-living	Soil-non-saline	source	EMP	EMP
A2361	Free-living	Soil-non-saline	source	EMP	EMP
A2363	Free-living	Soil-non-saline	source	EMP	EMP
A2365	Free-living	Soil-non-saline	source	EMP	EMP
A2378	Free-living	Soil-non-saline	source	EMP	EMP
A2402	Free-living	Soil-non-saline	source	EMP	EMP
A2421	Free-living	Soil-non-saline	source	EMP	EMP
A2429	Free-living	Soil-non-saline	source	EMP	EMP
A2446	Free-living	Soil-non-saline	source	EMP	EMP
A2474	Free-living	Soil-non-saline	source	EMP	EMP
A2477	Free-living	Soil-non-saline	source	EMP	EMP
A2483	Free-living	Soil-non-saline	source	EMP	EMP
A2491	Free-living	Soil-non-saline	source	EMP	EMP
A2511	Free-living	Soil-non-saline	source	EMP	EMP
A2536	Free-living	Soil-non-saline	source	EMP	EMP
A2564	Free-living	Soil-non-saline	source	EMP	EMP
A2583	Free-living	Soil-non-saline	source	EMP	EMP
A2584	Free-living	Soil-non-saline	source	EMP	EMP
A2587	Free-living	Soil-non-saline	source	EMP	EMP
A2597	Free-living	Soil-non-saline	source	EMP	EMP
A2632	Free-living	Soil-non-saline	source	EMP	EMP
A2635	Free-living	Soil-non-saline	source	EMP	EMP
A2636	Free-living	Soil-non-saline	source	EMP	EMP
A2664	Free-living	Soil-non-saline	source	EMP	EMP
A2680	Free-living	Soil-non-saline	source	EMP	EMP
A2688	Free-living	Soil-non-saline	source	EMP	EMP
A2696	Free-living	Soil-non-saline	source	EMP	EMP
A2702	Free-living	Soil-non-saline	source	EMP	EMP
A2706	Free-living	Soil-non-saline	source	EMP	EMP
A2719	Free-living	Soil-non-saline	source	EMP	EMP
A2724	Free-living	Soil-non-saline	source	EMP	EMP
A2736	Free-living	Soil-non-saline	source	EMP	EMP
A2738	Free-living	Soil-non-saline	source	EMP	EMP
A2752	Free-living	Soil-non-saline	source	EMP	EMP
A2759	Free-living	Soil-non-saline	source	EMP	EMP
A2765	Free-living	Soil-non-saline	source	EMP	EMP
A2768	Free-living	Soil-non-saline	source	EMP	EMP
A2782	Free-living	Soil-non-saline	source	EMP	EMP
A2788	Free-living	Soil-non-saline	source	EMP	EMP
A2793	Free-living	Soil-non-saline	source	EMP	EMP
A2795	Free-living	Soil-non-saline	source	EMP	EMP
A2803	Free-living	Soil-non-saline	source	EMP	EMP
A2811	Free-living	Soil-non-saline	source	EMP	EMP
A2849	Free-living	Soil-non-saline	source	EMP	EMP
A2870	Free-living	Soil-non-saline	source	EMP	EMP
A2880	Free-living	Soil-non-saline	source	EMP	EMP
A2893	Free-living	Soil-non-saline	source	EMP	EMP
A2898	Free-living	Soil-non-saline	source	EMP	EMP
A2916	Free-living	Soil-non-saline	source	EMP	EMP
A2921	Free-living	Soil-non-saline	source	EMP	EMP
A2924	Free-living	Soil-non-saline	source	EMP	EMP
A2925	Free-living	Soil-non-saline	source	EMP	EMP
A2926	Free-living	Soil-non-saline	source	EMP	EMP
A2927	Free-living	Soil-non-saline	source	EMP	EMP
A2933	Free-living	Soil-non-saline	source	EMP	EMP
A2938	Free-living	Soil-non-saline	source	EMP	EMP
A2942	Free-living	Soil-non-saline	source	EMP	EMP
A2946	Free-living	Soil-non-saline	source	EMP	EMP
A2953	Free-living	Soil-non-saline	source	EMP	EMP
A2966	Free-living	Soil-non-saline	source	EMP	EMP
A2973	Free-living	Soil-non-saline	source	EMP	EMP
A2988	Free-living	Soil-non-saline	source	EMP	EMP
A2992	Free-living	Soil-non-saline	source	EMP	EMP
A2994	Free-living	Soil-non-saline	source	EMP	EMP
A2996	Free-living	Soil-non-saline	source	EMP	EMP
A3050	Free-living	Soil-non-saline	source	EMP	EMP
A3055	Free-living	Soil-non-saline	source	EMP	EMP
A3067	Free-living	Soil-non-saline	source	EMP	EMP
A3073	Free-living	Soil-non-saline	source	EMP	EMP
A3093	Free-living	Soil-non-saline	source	EMP	EMP
A3111	Free-living	Soil-non-saline	source	EMP	EMP
A3114	Free-living	Soil-non-saline	source	EMP	EMP
A3117	Free-living	Soil-non-saline	source	EMP	EMP
A3130	Free-living	Soil-non-saline	source	EMP	EMP
A3170	Free-living	Soil-non-saline	source	EMP	EMP
A3176	Free-living	Soil-non-saline	source	EMP	EMP
A3180	Free-living	Soil-non-saline	source	EMP	EMP
A3193	Free-living	Soil-non-saline	source	EMP	EMP
A3206	Free-living	Soil-non-saline	source	EMP	EMP
A3208	Free-living	Soil-non-saline	source	EMP	EMP
A3210	Free-living	Soil-non-saline	source	EMP	EMP
A3213	Free-living	Soil-non-saline	source	EMP	EMP
A3230	Free-living	Soil-non-saline	source	EMP	EMP
A3239	Free-living	Soil-non-saline	source	EMP	EMP
A3245	Free-living	Soil-non-saline	source	EMP	EMP
A3250	Free-living	Soil-non-saline	source	EMP	EMP
A3254	Free-living	Soil-non-saline	source	EMP	EMP
A3259	Free-living	Soil-non-saline	source	EMP	EMP
A3277	Free-living	Soil-non-saline	source	EMP	EMP
A3294	Free-living	Soil-non-saline	source	EMP	EMP
A3305	Free-living	Soil-non-saline	source	EMP	EMP
A3339	Free-living	Soil-non-saline	source	EMP	EMP
A3343	Free-living	Soil-non-saline	source	EMP	EMP
A3347	Free-living	Soil-non-saline	source	EMP	EMP
